watch_name,type_gender,brand,watch_color,watch_size,length_of_band,price
Bulgari BB Tubogas Steel Watch (BB232TS),F,Bvlgari,steel,15.0,23.0,900.0
Teg Heuer Cell Professional Steel Watch (WG1313-0),F,,steel,14.0,26.0,220.0
IWC Portofino 12P Diamond Steel Watch (IW458101),Both,IWC,brown,17.0,37.0,3600.0
Tiffany Diamond Gold Watch (266-19-17127209),F,Tiffany,black,17.0,21.0,4400.0
Franck Muller Master Square Watch,F,Franck Muller,other,16.0,26.0,3700.0
Cartier Ballon Bleu Steel Watch (W6920085),F,Cartier,black,19.0,33.0,3850.0
Cartier Divan Steel Watch,F,Cartier,other,19.0,31.0,2400.0
Louis Vuitton Tambour Chrono Steel Watch (Q1121),M,Louis Vuitton,other,20.0,4.0,2100.0
Jaeger Lecoultre Reverso Combi Watch (Q3264520),F,Jaeger leCoultre,black,12.0,21.5,6400.0
Hermes Carre Cure Steel Watch (CU2.210),F,Hermes,other,17.0,2.0,2500.0
Rolex Daytona Chrono Gold Watch (116519),M,Rolex,black,18.0,40.0,38500.0
Rolex Submariner Steel Watch (114060),,Rolex,other,17.0,40.0,12700.0
Gucci Combi Watch (126.3),M,Gucci,other,20.0,40.0,800.0
Oris Ackers Steel Watch (733 7676 4154),M,Oris,steel,17.0,40.0,1000.0
Tag Heuer Aquaracer Titanium Watch (WAJ2180),M,Tagheuer,black,19.0,43.0,1200.0
Cartier Ballon Bleu Combi Diamond Watch (Medium),F,Cartier,pink combination,15.0,33.0,11000.0
Cartier Tank Francaise Steel Watch,F,Cartier,steel,15.0,22.5,2850.0
Omega Seamaster 007 Edition Steel Watch,M,OMEGA,other,21.0,41.0,10500.0
Hermes H Hour Gold Plated Watch (HH1.501),F,Hermes,brown,17.0,30.5,1800.0
Omega Constellation Steel Watch,M,OMEGA,steel,17.0,35.0,850.0
Cartier Love 3P Diamond Gold Watch,F,Cartier,black,16.0,23.0,3800.0
Hermes Cape Cod Two Strap Diamond Steel Watch (CC1.210a),F,Hermes,other,16.0,28.0,2500.0
Rolex Seedweller Steel Watch (126600),M,Rolex,steel,16.0,43.0,15500.0
Gucci Dive Steel Watch (136.3),M,Gucci,black,18.0,40.0,650.0
Cartier Long De Must Steel Watch (WSRN0031),M,Cartier,black,17.0,36.0,3500.0
Tudor Black Bay 58 Steel Watch (79030B),M,TUDOR,steel,18.0,39.0,3500.0
Rolex Steel Diamond Watch (179174),F,Rolex,steel,15.0,26.0,8500.0
Rolex Seedweller Deepsea Steel Watch (126660),M,Rolex,steel,17.0,43.0,18000.0
Tudor Black Bay GMT Steel Watch (79830RB),M,TUDOR,brown,18.0,41.0,3500.0
Rolex Datejust Combination Watch (178273),F,Rolex,yellow combination,15.0,31.0,13000.0
Montblanc Star Steel Watch (7042),M,MontBlanc,black,18.0,36.0,850.0
Rolex Daytona Chrono Combi Watch (116503),M,Rolex,yellow combination,19.0,40.0,32000.0
Montblanc Star Steel Watch,M,MontBlanc,black,19.0,4.0,1450.0
Gucci Steel Watch (126.4),M,Gucci,black,17.0,3.0,380.0
Zenith Heritage Icon Diamond Steel Watch (031971681),F,ZENITH,blue,19.0,33.0,2850.0
Tiffany Atlas Diamond Gold Watch,F,Tiffany,white,17.0,26.0,5150.0
Omega Seamaster Aqua Terra Steel Watch (25775000),F,OMEGA,steel,14.0,28.0,1050.0
Hublot Big Bang Diamond Titanium Watch,M,HUBLOT,black,18.0,43.0,19300.0
Tag Heuer Formula 1 Chrono Steel Watch (CAZ2012-0),M,Tagheuer,steel,17.0,44.0,1500.0
Montblanc Star Moonphase Steel Watch (108736),M,MontBlanc,steel,17.0,42.0,2750.0
Omega Seamaster Aqua Terra Steel Watch (231.10.42),M,OMEGA,steel,19.0,40.0,3750.0
Jaeger Lecoultre Rendezvous Diamond Steel Watch (3448410),Both,Jaeger leCoultre,navy,14.0,34.0,8200.0
Bvlgari Lucea Combi Diamond Watch (LUP33SG),F,Bvlgari,pink combination,14.0,33.0,8400.0
Montblanc Star Steel Watch,M,MontBlanc,steel,18.0,42.0,1200.0
Gucci Dive Steel Watch (136.2),M,Gucci,other,21.0,45.0,450.0
Harry Winston Diamond Gold Watch (330LQW),F,HarryWinston,black,14.0,20.0,13500.0
Hermes H Hour Steel Watch (HH1.210),F,Hermes,other,17.0,21.0,1300.0
Hermes Cape Cod Toner Steel Watch (CT1.210),F,Hermes,black,16.0,25.0,1200.0
Breitling Superocean 2 Steel Watch (A17392),M,BREITLING,navy,22.0,44.0,3000.0
IWC Portuguese 7 Days Steel Watch,M,IWC,black,18.0,42.0,7100.0
Omega Constellation Steel Watch,F,OMEGA,steel,14.0,2.0,850.0
Van Kleep & Arpels Alhambra Gold Watch,F,Van Cleef & Arpels,black,15.0,2.0,6600.0
IWC Portupino Moonphase Steel Watch (IW544801),M,IWC,black,19.0,4.0,6300.0
Omega Deville Diamond Steel Watch,F,OMEGA,steel,15.0,2.0,1650.0
Gucci Gold Plated Watch (126.4),M,Gucci,other,19.0,4.0,380.0
Tag Heuer Carrera Combi Watch (WBG1350),F,Tagheuer,black,18.0,3.0,2500.0
Breitling Avenger 2 GMT Steel Watch (A32390),M,BREITLING,steel,18.0,4.0,2600.0
Montblanc Tradition Chronograph Steel Watch,F,MontBlanc,steel,19.0,42.0,1380.0
Omega Constellation Diamond Combi Watch,F,OMEGA,other,14.0,2.0,2400.0
Gucci Diamond Steel Watch (128.5),F,Gucci,steel,14.0,9.5,300.0
Tag Heuer Formula 1 Chrono Steel Watch (CAZ2010-0),F,Tagheuer,steel,18.0,4.0,1400.0
Omega Deville Diamond Gold Watch (42453276055001),F,OMEGA,other,17.0,27.0,4550.0
Cartier Driven Steel Watch,M,Cartier,black,17.0,22.0,4400.0
Hermes H Hour Gold Plated Watch (HH1.201e),F,Hermes,black,15.0,21.0,1850.0
Jaeger Lecoultre Master Control Steel Watch,M,Jaeger leCoultre,black,17.0,3.0,5300.0
Tag Heuer Aquaracer Steel Watch (WAY1412),F,Tagheuer,steel,15.0,28.0,600.0
Breitling Colt Steel Watch (A77388),F,BREITLING,steel,14.0,3.0,1100.0
Chanel Codecoco Diamond Steel Watch,F,Chanel,steel,15.0,15.0,4800.0
Chanel J12 Moon Phase Ceramic Watch,F,Chanel,white,18.0,3.0,5600.0
Gucci Steel Watch (1500L),F,Gucci,steel,15.0,21.0,140.0
Tag Heuer Aquaracer Steel Diamond Watch (WBD1414),F,Tagheuer,steel,16.0,28.0,1100.0
Montblanc Star Steel Watch,M,MontBlanc,steel,18.0,42.0,1700.0
Boucheron Reflet watch,F,BOUCHERON,dark blue,15.0,23.5,1800.0
Cartier Tinoux Gold Watch,F,Cartier,dark blue,19.0,35.0,9400.0
Cartier Panther Steel Diamond Watch (Small),F,Cartier,steel,16.0,22.0,9150.0
Van Kleep & Arpels Alhambra Gold Watch,F,Van Cleef & Arpels,black,16.0,25.0,8600.0
Chopard Imperial Gold Diamond Watch,Both,Chopard,other,17.0,36.0,33500.0
Chanel Coco Crush Gold Diamond Watch,F,Chanel,black,17.0,28.5,37000.0
Cartier Tank Combi Watch (Small),F,Cartier,yellow combination,15.0,20.0,3100.0
Bell & Ross Climb Limited Watch (BR0197),M,Bell & Rose,black,20.0,46.0,2400.0
Tag Heuer Carrera Chrono Steel Watch (CV2A10),M,Tagheuer,steel,16.0,44.0,2400.0
Bulgari B.zero1 Steel Watch (BZ22S),F,Bvlgari,green,15.0,22.0,720.0
Hermes H Hour Steel Watch (HH1.210),F,Hermes,steel,14.0,25.5,1400.0
Cartier Must Gold Plated Watch,F,Cartier,brown,17.0,24.0,1500.0
Omega Seamaster Steel Watch,M,OMEGA,steel,16.0,36.0,1100.0
Tag Heuer Aquaracer Chrono Steel Watch (CAF2112),M,Tagheuer,steel,19.0,42.0,1200.0
Jaeger Lecoultre Rendezvous Diamond Steel Watch (Q3468490),F,Jaeger leCoultre,black,16.0,29.0,6800.0
Rolex Submariner Steel Watch (114060),M,Rolex,steel,17.0,40.0,13800.0
Louis Vuitton Tambour Moon Dual Time Steel Watch (QA106),F,Louis Vuitton,other,17.0,35.0,1900.0
Bulgari BB Steel Watch (BB23SLD),F,Bvlgari,black,15.0,23.0,600.0
Tag Heuer Link Steel Watch (WJF2011),M,Tagheuer,steel,17.0,42.0,1150.0
Hermes H Hour Steel Watch (HH1.210),F,Hermes,steel,14.0,25.5,1650.0
Tag Heuer Carrera Steel Watch (WAR201E),M,Tagheuer,black,18.0,41.0,1650.0
Hermes H Hour Diamond Gold Plated Watch (HH1.102),F,Hermes,other,16.0,21.0,2500.0
Cartier Solo Tank Watch (Small),F,Cartier,black,14.0,24.0,2850.0
Chronoswiss Timemaster Watch,M,CHRONOSWISS,black,17.0,41.0,2250.0
Hermes Slim Dermes Gold Watch (CA2.170),F,Hermes,black,16.0,25.0,5700.0
Rolex Skydweller Combi Watch (326933),M,Rolex,yellow combination,18.0,42.0,24000.0
Cartier Must Tank Watch,F,Cartier,black,15.0,23.0,2000.0
Piaget Possession Gold Diamond Watch,F,Piaget,navy,16.0,29.0,13000.0
Tag Heuer Aquaracer Steel Watch (WBD1110),M,Tagheuer,steel,17.0,41.0,1000.0
Gucci Steel Watch (126.4),Both,Gucci,other,16.0,38.0,700.0
Tag Heuer Aquaracer Steel Chrono Watch (CAN1010),M,Tagheuer,steel,18.0,44.0,1100.0
Cartier Round Must Watch,F,Cartier,green,16.0,24.0,2300.0
TAG Heuer Carrera Steel Watch (WV211B-3),M,Tagheuer,steel,20.0,39.0,1400.0
Rolex Gold Diamond Watch (78278),F,Rolex,other,17.0,31.0,16000.0
Rolex Combi Diamond Watch (116233),M,Rolex,yellow combination,18.0,36.0,12000.0
Tag Heuer Carrera Chrono Steel Watch (CV2A16),M,Tagheuer,black,17.0,4.0,1900.0
Montblanc Star World Time Steel Watch,M,MontBlanc,steel,18.0,4.0,1700.0
Bulgari B.zero1 Diamond Steel Watch (BZ22S),F,Bvlgari,steel,14.0,2.0,1250.0
Chanel Boyfriend Gold Watch (H4313),F,Chanel,black,16.0,17.5,8800.0
Breitling Navitimer Chrono Steel Watch (AB0117),M,BREITLING,steel,17.0,4.0,5000.0
Louis Vuitton Tambour Steel Watch (Q1DM0),M,Louis Vuitton,navy,18.0,3.0,1750.0
montblanc steel watch,M,MontBlanc,black,18.0,3.0,1200.0
Rolex GMT Master 2 Steel Watch (116710),M,Rolex,steel,20.0,4.0,21200.0
Hermes H Hour Gold Plated Watch (HH1.201),F,Hermes,grey,14.0,11.5,1750.0
Hermes Kelly Steel Watch (KE1.210),F,Hermes,dark blue,15.0,2.0,980.0
Gucci Diamond Steel Watch (141.5),F,Gucci,steel,15.0,2.0,300.0
Frederique Constant steel watch,M,,black,19.0,3.0,480.0
Gucci Steel Watch (5500XL),F,Gucci,steel,17.0,3.0,180.0
Gucci Gold Plated Combi Watch (126.4),M,Gucci,other,19.0,3.0,380.0
TAG Heuer Carrera Steel Watch (WAR2410),Both,Tagheuer,steel,18.0,2.0,750.0
Cartier Ballon Bleu White Gold Watch,M,Cartier,other,18.0,4.0,11500.0
Tag Heuer Aquaracer Chrono Steel Watch (CAF2111),M,Tagheuer,steel,18.0,4.0,890.0
Jaeger Lecoultre Geophysic Universal Time Gold Watch,M,Jaeger leCoultre,brown,19.0,4.0,18300.0
Breitling Galatic Steel Watch (A71356),F,BREITLING,steel,14.0,3.0,1500.0
Ferragamo Moonphase Steel Watch,M,Ferragamo,black,15.0,3.0,400.0
Jaeger Lecoultre Reverso Diamond Steel Watch,F,Jaeger leCoultre,steel,15.0,15.0,3900.0
Maurice Lacroix Steel Watch,M,Maurice Lacroix,steel,16.0,3.0,250.0
Gucci Gold Plated Watch (126.4),M,Gucci,brown,21.0,3.0,330.0
Breitling Superocean Chrono Steel Watch (A13341),M,BREITLING,black,21.0,4.0,2650.0
IWC Portuguese Chrono Steel Watch,M,IWC,black,20.0,4.0,4100.0
TAG Heuer Carrera Steel Watch (WAV511B),M,Tagheuer,steel,18.0,4.0,1250.0
Jaeger Lecoultre Ambox 5 World Time Chrono Titanium Watch,M,Jaeger leCoultre,black,17.0,4.0,9600.0
Cartier Drive de Moonphase Steel Watch,M,Cartier,black,17.0,22.0,5900.0
Cartier Anglaise Tank Steel Watch,F,Cartier,steel,15.0,2.0,2800.0
Rolex Combi Watch (126303),M,Rolex,other,17.0,4.0,14500.0
Louis Vuitton Tambour Smartwatch Steel Watch (QA002),Both,Louis Vuitton,grey,19.0,38.0,1300.0
Montblanc GMT Chrono Steel Watch,M,MontBlanc,black,16.0,4.0,1800.0
Rolex Submariner Steel Watch (116610),M,Rolex,steel,16.0,4.0,13000.0
Cartier Drive de Moonphase Steel Watch,Both,Cartier,black,14.0,4.0,6000.0
IWC Portuguese Chrono Steel Watch (IW390403),M,IWC,steel,19.0,4.0,7600.0
Rolex Daytona Gold Watch (116505),M,Rolex,other,17.0,40.0,78000.0
Rolex Cerni Gold Watch (4109),F,Rolex,other,15.0,26.0,2450.0
Rolex Combi Diamond Watch (279173),F,Rolex,yellow combination,15.0,28.0,15800.0
Rolex Skydweller Steel Watch (326934),M,Rolex,steel,17.0,42.0,34900.0
Rolex Airking Steel Watch (116900),M,Rolex,steel,17.0,40.0,14700.0
Rolex Steel Watch (126000),M,Rolex,steel,15.0,36.0,21400.0
Rolex Steel Watch (126000),M,Rolex,steel,14.0,36.0,21400.0
Rolex Airking Steel Watch (116900),M,Rolex,steel,18.0,40.0,14700.0
Rolex Steel Watch (126000),M,Rolex,steel,20.0,36.0,21500.0
Rolex Skydweller Combi Watch (326933),M,Rolex,yellow combination,17.0,42.0,31900.0
Rolex GMT Master Steel Watch (16700),M,Rolex,steel,17.0,40.0,16700.0
Gera Perregaux Loreato Steel Watch,M,Girard-Perregaux,steel,17.0,42.0,17900.0
Rolex Steel Watch (124300),M,Rolex,steel,16.0,41.0,12400.0
Rolex Steel Watch (126000),M,Rolex,steel,16.0,36.0,11100.0
Rolex Steel Diamond Watch (116234),M,Rolex,steel,16.0,36.0,10200.0
Rolex Gold Diamond Watch (179179),F,Rolex,other,15.0,26.0,18000.0
Rolex Datejust Combination Watch (116233),M,Rolex,yellow combination,18.0,36.0,10450.0
Cartier Must Tank Gold Plated Watch,F,Cartier,brown,15.0,26.0,2550.0
Piaget Magic Hour Diamond Gold Watch,F,Piaget,black,16.0,35.5,15200.0
Vacheron Constantin Historic Watches,M,Vacheron constantin,brown,19.0,33.5,34000.0
TAG Heuer Carrera Heuer 01 Watch (CAR2A1Z),M,Tagheuer,black,19.0,45.0,3300.0
Hublot Big Bang Classic Fusion Chrono Watch,M,HUBLOT,navy,19.0,45.0,9400.0
Rolex Submariner Gold Watch (16618),M,Rolex,other,18.0,40.0,37900.0
Breitling B-1 Steel Watch (A68062),M,BREITLING,steel,20.0,43.0,3900.0
Hublot Big Bang Aerobang Chrono Watch,M,HUBLOT,black,18.0,45.0,11400.0
IWC Top Gun Chrono Watch (IW389002),M,IWC,other,19.0,44.0,8150.0
Cartier 21C Combi Watch,F,Cartier,other,19.0,31.0,850.0
Breitling Transocean Steel Watch (A45310),M,BREITLING,steel,18.0,43.0,2900.0
Hublot Big Bang Classic Fusion Gold Chrono Watch,M,HUBLOT,black,17.0,45.0,23900.0
Omega Constellation Steel Watch,F,OMEGA,steel,13.0,23.0,700.0
Rolex Datejust 10P Diamond Combi Watch (179173),F,Rolex,yellow combination,14.0,26.0,12800.0
IWC Portofino Gold Watch (IW356511),M,IWC,brown,18.0,40.0,8800.0
Rolex Datejust Combination Watch (279163),F,Rolex,yellow combination,14.0,28.0,11200.0
Audemars Piguet Royal Oak Gold Watch (15300OR),M,Audemars Piguet,black,18.0,39.0,60000.0
Rolex Oyster Perpetual Steel Watch (124300),M,Rolex,steel,16.0,41.0,16800.0
Rolex Datejust 10P Diamond Combi Watch (179173),F,Rolex,yellow combination,14.0,26.0,12600.0
Jaeger Lecoultre Reverso Duo Face Diamond Steel Watch,F,Jaeger leCoultre,other,15.0,30.0,6700.0
Rolex Datejust 10P Diamond Combi Watch (179171),F,Rolex,pink combination,15.0,26.0,12800.0
Rolex Datejust Steel Watch (126334),M,Rolex,steel,17.0,41.0,15400.0
Rolex Datejust Combination Watch (116233),M,Rolex,yellow combination,18.0,36.0,11900.0
Rolex Datejust Diamond Combi Watch (278271),F,Rolex,pink combination,17.0,31.0,18800.0
Rolex Daytona Chrono Steel Watch (116520),M,Rolex,steel,17.0,40.0,29800.0
Lange & Sohne 1815 Annual Calendar Gold Watch,M,A lange & sohne,dark blue,19.0,40.0,48000.0
Rolex 10P Diamond Combi Watch (179173),F,Rolex,yellow combination,14.0,26.0,12000.0
Rolex Datejust 10P Diamond Steel Watch (116334),M,Rolex,steel,18.0,41.0,12400.0
Cartier Tank Francaise Gold Watch,F,Cartier,yellow gold,15.0,27.5,10500.0
Chopard Happy Sports Moving Diamond Combi Watch,F,Chopard,pink combination,14.0,30.0,5900.0
IWC Mark 18 Steel Watch (IW327011),M,IWC,steel,17.0,40.0,4300.0
Gucci Steel Watch (128.4),F,Gucci,steel,14.0,21.5,350.0
Cartier American Tank Diamond Gold Watch,F,Cartier,other,13.0,27.0,10500.0
Cartier Ballon Bleu Combi Watch (W2BB0032),F,Cartier,pink combination,14.0,33.0,8500.0
Omega Speedmaster Moonwatch Steel Chrono Watch,M,OMEGA,steel,18.0,42.0,7300.0
Hermes H Hour Watch (HH1.201e),F,Hermes,brown,16.0,21.0,3550.0
IWC Pilot Chrono Watch (IW377710),M,IWC,black,20.0,43.0,5200.0
Montblanc 4810 Steel Chrono Watch,M,MontBlanc,steel,19.0,43.0,2800.0
Rolex Platinum Diamond Watch (279136RBR),F,Rolex,other,15.0,28.0,70000.0
Cartier Benoit Gold Watch,F,Cartier,brown,17.0,38.0,13000.0
Hermes H Hour Steel Watch (HH1.510),F,Hermes,steel,16.0,30.5,1500.0
Rolex Daytona Chrono Steel Watch (116520),M,Rolex,steel,15.0,40.0,29000.0
Rolex Steel Watch (16030),M,Rolex,steel,19.0,36.0,5800.0
Gucci Gold Plated Combi Watch (126.4),M,Gucci,other,16.0,38.0,650.0
Tag Heuer Formula 1 Chrono Steel Watch (CAZ101K),M,Tagheuer,steel,18.0,43.0,1100.0
Rolex Combi Watch (279171),F,Rolex,pink combination,16.0,28.0,13500.0
Rolex Combi Diamond Watch (79173),,Rolex,other,17.0,26.0,6500.0
Breguet Classic Dame Dia Gold Watch (9088),F,Breguet,black,15.0,31.0,25000.0
Rolex Datejust Combination Watch (279171),F,Rolex,pink combination,16.0,28.0,12500.0
Breitling Colt Steel Watch (A17388),M,BREITLING,steel,16.0,44.0,2500.0
Breitling Crosswind Watch (A13355),M,BREITLING,black,22.0,43.0,2500.0
Gucci Steel Watch (126.4),M,Gucci,steel,15.0,38.0,350.0
Hublot Big Bang Gold Watch,M,HUBLOT,other,16.0,3.0,13300.0
Tag Heuer Aquaracer Chrono Steel Watch (CAF101E),M,Tagheuer,steel,17.0,4.0,950.0
Tag Heuer Carrera Chrono Steel Watch (CV201M),M,Tagheuer,other,17.0,4.0,1900.0
Hermes H Hour Diamond Steel Watch (HH1.510),F,Hermes,other,18.0,14.0,1600.0
Chanel Codecoco Diamond Steel Watch,F,Chanel,steel,15.0,15.5,3100.0
Chanel Codecoco Diamond Steel Watch,F,Chanel,steel,15.0,20.5,3100.0
Chanel Boyfriend Steel Watch,F,Chanel,black,17.0,17.5,3100.0
Montblanc Smartwatch Steel Watch,M,MontBlanc,black,18.0,4.0,350.0
Tudor Heritage Black Bay Bronze Watch (79250),M,TUDOR,other,20.0,4.0,3000.0
Harry Winston Avenue Chrono Diamond Gold Watch,Both,HarryWinston,other,17.0,23.5,21300.0
Gucci Steel Watch (126.4),Both,Gucci,other,18.0,3.0,250.0
Chanel Codecoco Diamond Steel Watch,F,Chanel,steel,16.0,17.5,3100.0
Tag Heuer Carrera Chrono Steel Watch (CV2A1M),M,Tagheuer,black,18.0,4.0,1600.0
Rolex Seedweller Steel Watch (116660),M,Rolex,steel,17.0,4.0,12000.0
Omega Seamaster Aqua Terra Steel Watch,M,OMEGA,steel,17.0,4.0,4700.0
Tag Heuer Carrera Chrono Steel Watch (CAR2115),M,Tagheuer,navy,18.0,4.0,2100.0
Hermes H Hour Diamond Steel Watch (HH1.110),M,Hermes,other,16.0,10.0,1600.0
Tag Heuer Aquaracer Diamond Steel Watch (WBD1414),F,Tagheuer,steel,16.0,2.0,1000.0
Tag Heuer Aquaracer Steel Watch (WAY2010),M,Tagheuer,steel,19.0,4.0,1100.0
Gucci Chrono Steel Watch (101.2),M,Gucci,brown,17.0,4.0,450.0
Tag Heuer Aquaracer Chrono Steel Watch (CAY2112),M,Tagheuer,steel,18.0,4.0,1300.0
Harry Winston Premier Gold Watch,Both,HarryWinston,black,18.0,37.0,9100.0
Rolex Cerni Diamond Gold Watch (6692),F,Rolex,black,16.0,15.5,4700.0
Ferragamo Gancini gold-plated watch,F,Ferragamo,other,16.0,25.0,270.0
Franck Muller Master Square Gold Watch (6002LQZ),F,Franck Muller,black,16.0,32.5,4900.0
Frederique Constant Moonphase Steel Diamond Watch,F,Frederique Constant,steel,14.0,30.0,590.0
IWC Portugieser Chrono Steel Watch (IW371447),M,IWC,black,18.0,41.0,5000.0
Cartier Tank Steel Watch (Small),F,Cartier,steel,14.0,20.0,3700.0
Cartier Santos Dumont Steel Watch (WSSA0023),F,Cartier,other,16.0,33.0,3600.0
Cartier Solo Tank Steel Watch (Small),F,Cartier,steel,14.0,24.0,3500.0
omega deville watch,Both,OMEGA,other,18.0,30.0,500.0
Breitling Superocean Steel Watch (A17391),M,BREITLING,steel,17.0,44.0,2500.0
Hermes Slim Dermes Steel Watch (CA2.110),F,Hermes,brown,16.0,25.0,1750.0
Gucci Gold Plated Combi Watch (126.4),M,Gucci,other,17.0,38.0,600.0
Hermes Cape Cod Diamond Gold Watch (CC1.270a),F,Hermes,black,16.0,28.0,4800.0
Hermes Rondo Steel Watch (HR1.210),F,Hermes,other,16.0,25.0,750.0
Tag Heuer Aquaracer Steel Watch (WAY2010-0),M,Tagheuer,steel,17.0,44.0,1300.0
IWC Mark 17 Steel Watch,M,IWC,steel,16.0,41.0,3500.0
Chanel J12 Diamond Ceramic Watch,F,Chanel,black,15.0,34.0,5100.0
Cartier Santos Dumont Watch (Small),F,Cartier,other,17.0,28.0,3500.0
Jaeger Lecoultre Rendez-Vous Day Night Diamond Watch,F,Jaeger leCoultre,other,18.0,34.0,11500.0
Rolex Datejust 10P Diamond Combi Watch (69173),F,Rolex,yellow combination,16.0,26.0,8000.0
Longines DolceVita Steel Watch (L5.757.4),M,LONGINES,black,19.0,36.0,1400.0
Cartier Fender Steel Watch (WSPN0006),F,Cartier,steel,14.0,26.0,4150.0
Hermes Tandem Steel Watch (TA1.710),F,Hermes,steel,17.0,31.5,600.0
Rolex Steel Watch (178274),F,Rolex,steel,16.0,31.0,9700.0
Breitling Navitimer Combi Watch (U17325),Both,BREITLING,brown,16.0,38.0,4500.0
Chopard Classic Gold Watch (163154-5201),M,Chopard,black,19.0,36.0,5000.0
Hermes H Hour Steel Watch (HH1.210),F,Hermes,other,15.0,25.5,1600.0
Tag Heuer Aquaracer Steel Watch (WBD1412),F,Tagheuer,steel,15.0,28.0,1200.0
Rolex Steel Watch (126334),M,Rolex,steel,15.0,41.0,15000.0
Panerai Luminor Submersible Steel Watch (PAM00305),M,PANERAI,black,20.0,47.0,8500.0
Breitling Galatic Diamond Steel Watch (A71356),F,BREITLING,steel,13.0,3.0,1947.0
Rolex Combi Watch (69173),F,Rolex,yellow combination,14.0,26.0,5700.0
Cartier Tank Solo Steel Watch,F,Cartier,black,16.0,27.5,2610.0
Cartier Solo Tank Watch (Small),F,Cartier,black,12.0,24.0,3230.0
Audemars Piguet Code 11.59 Gold Watch,M,Audemars Piguet,other,17.0,41.0,33000.0
Rolex Datejust Combination Watch (126233),M,Rolex,yellow combination,16.0,36.0,15000.0
Rolex Steel Watch (124300),M,Rolex,steel,17.0,41.0,11300.0
Cartier Ballon Bleu Steel Watch (Medium),Both,Cartier,steel,15.0,36.0,4350.0
Cartier Ballon Bleu Steel Diamond Watch (Small),F,Cartier,steel,15.0,28.0,4700.0
Rolex Submariner Combi Watch (116613LN),M,Rolex,yellow combination,17.0,40.0,19000.0
Chanel Premier Lock Watch,F,Chanel,black,17.0,19.5,3500.0
Cartier Ballon Bleu Steel Watch (Small),F,Cartier,steel,14.0,28.0,4000.0
Gucci Dive Steel Watch (136.2),M,Gucci,steel,19.0,45.0,800.0
Hermes Assault Steel Watch (AR5.710,M,Hermes,steel,16.0,38.0,1700.0
Rolex Datejust Steel Watch (1601),M,Rolex,steel,16.0,36.0,4800.0
Jaeger Lecoultre Reverso Moon Phase Watch (Q3958420),M,Jaeger leCoultre,navy,17.0,39.5,13000.0
Cartier Solo Tank Gold Watch (Medium),Both,Cartier,black,19.0,27.0,5800.0
Cartier Longe Steel Watch,F,Cartier,black,16.0,29.0,2500.0
Rolex Datejust 10P Diamond Combi Watch (179171),F,Rolex,pink combination,14.0,26.0,14000.0
Cartier Ballon Bleu Steel Watch (Small),F,Cartier,steel,16.0,28.0,3800.0
Hermes Cape Cod Diamond Steel Watch (CC1.232),F,Hermes,black,16.0,28.0,4600.0
Breitling Navitimer Combi Watch (U17325),Both,BREITLING,steel,14.0,38.0,4800.0
Hermes Cape Cod Diamond Steel Watch (CC1.312),F,Hermes,other,16.0,28.0,5470.0
Montblanc Star Legacy Diamond Watch,F,MontBlanc,black,17.0,32.0,1800.0
IWC Pilot Chrono Watch (IW388101),M,IWC,black,20.0,41.0,7000.0
Gucci Steel Watch (157.4),Both,Gucci,green,17.0,35.0,750.0
Cartier Clé de Combi Watch (W2CL0002),M,Cartier,pink combination,16.0,41.0,5000.0
Tag Heuer Aquaracer Steel Watch (WAY2012),M,Tagheuer,steel,16.0,44.0,1450.0
Cartier Ballon Bleu Steel Watch,M,Cartier,black,20.0,42.0,4650.0
Hermes Cape Cod Two Strap Watch (CC1.201a),F,Hermes,black,16.0,23.0,2900.0
Rolex Daytona Chrono Gold Watch (116518),M,Rolex,black,17.0,40.0,43800.0
Rolex Daytona Chrono Gold Watch (116508),M,Rolex,yellow gold,18.0,40.0,99500.0
Blancpain Villeret Quantum Complete Steel Watch (6654-1127-55B),M,Blancpain,black,18.0,40.0,10500.0
Cartier Ballon Bleu Combination Watch,F,Cartier,pink combination,15.0,28.0,4700.0
Cartier Benoit Diamond Gold Watch,F,Cartier,brown,17.0,38.5,25500.0
Rolex Datejust 10P Diamond Combi Watch (16233),M,Rolex,yellow combination,17.0,36.0,7100.0
Rolex 10P Diamond Steel Watch (116234),Both,Rolex,steel,19.0,3.0,10100.0
Rolex 10P Diamond Gold Watch (179179),F,Rolex,other,14.0,2.0,14500.0
Cartier Tank Francaise Diamond Steel Watch (W4TA0008),F,Cartier,steel,15.0,22.5,6400.0
Cartier Ballon Blanc 1P Diamond Gold Watch (WGBL0005),F,Cartier,grey,16.0,30.0,8300.0
